"pid","x","modalities","modalities2"
"38651539","[""Oral""], [""Text""]","[""Oral""]","[""Text""]"
"38652720","[""Time series"", ""Clinical data""], [{""modality"": ""Text""}, {""modality"": ""Image""}]","[""Time series"", ""Clinical data""]","[{""modality"": ""Text""}, {""modality"": ""Image""}]"
"38654924",NULL,NULL,"[]"
"38657971",NULL,NULL,"[""Mathematics"", ""Physics""]"
"38662370","[""Text""], [""symptoms"", ""sleep difficulties"", ""cognitive difficulties"", ""disabling fatigue""]","[""Text""]","[""symptoms"", ""sleep difficulties"", ""cognitive difficulties"", ""disabling fatigue""]"
"38664377","[""Structural MRI"", ""Clinical"", ""Sociodemographic"", ""Genetic""], [""MRI"", ""clinical data""]","[""Structural MRI"", ""Clinical"", ""Sociodemographic"", ""Genetic""]","[""MRI"", ""clinical data""]"
"38668049","[""Text""], [""Text""]","[""Text""]","[""Text""]"
"38668064","[""Electronic Health Records""], [""text""]","[""Electronic Health Records""]","[""text""]"
"38669487","[""Medical Records"", ""Medical Imaging""], [""musculoskeletal""]","[""Medical Records"", ""Medical Imaging""]","[""musculoskeletal""]"
"38671083",NULL,NULL,NULL
"38671486","[""optical coherence tomography (OCT) videos and fovea-centered images""], [""videos"", ""images""]","[""optical coherence tomography (OCT) videos and fovea-centered images""]","[""videos"", ""images""]"
"38672211",NULL,NULL,"[""miRNA sequencing""]"
"38674204","[""Hemodynamic traces"", ""Arterial pressure""], [""Arterial Pressure Wave""]","[""Hemodynamic traces"", ""Arterial pressure""]","[""Arterial Pressure Wave""]"
"38678058","[""EEG""], [""EEG"", ""motor task""]","[""EEG""]","[""EEG"", ""motor task""]"
"38678144","[""Ultrasound"", ""Angiography""], [{""name"": ""MR""}, {""name"": ""CT""}]","[""Ultrasound"", ""Angiography""]","[{""name"": ""MR""}, {""name"": ""CT""}]"
"38678567","[""plasma"", ""omics""], [""multi-omics""]","[""plasma"", ""omics""]","[""multi-omics""]"
"38679324","[""brain imaging""], [""Text"", ""Image""]","[""brain imaging""]","[""Text"", ""Image""]"
"38722452",NULL,NULL,"[]"
"38688297","[""Accelerometer""], [""accelerometer""]","[""Accelerometer""]","[""accelerometer""]"
"38692744",NULL,NULL,NULL
"38693326","[""Anthropometric measurements""], [""image"", ""tissue mass""]","[""Anthropometric measurements""]","[""image"", ""tissue mass""]"
"38693328","[""Mammography"", ""Ultrasound""], [""mammography (DM)"", ""ultrasound (US)""]","[""Mammography"", ""Ultrasound""]","[""mammography (DM)"", ""ultrasound (US)""]"
"38696609","[""MRI""], [""image""]","[""MRI""]","[""image""]"
"38697028","[""Planning CT"", ""Last synthetic CT""], [""radiomic"", ""dosiomic""]","[""Planning CT"", ""Last synthetic CT""]","[""radiomic"", ""dosiomic""]"
"38699676","[""Structural T1-weighted magnetic resonance imaging""], [""MRI"", ""Cognitive assessments""]","[""Structural T1-weighted magnetic resonance imaging""]","[""MRI"", ""Cognitive assessments""]"
"38699950","[""Medical images""], [""Images""]","[""Medical images""]","[""Images""]"
"38701342","[""electrophysiology"", ""imaging""], [""MRI"", ""EEG""]","[""electrophysiology"", ""imaging""]","[""MRI"", ""EEG""]"
"38704793","[""Micro-ultrasound""], [""micro-ultrasound"", ""convolutional neural network models""]","[""Micro-ultrasound""]","[""micro-ultrasound"", ""convolutional neural network models""]"
"38705190",NULL,NULL,NULL
"38706611","[""Ultrasound""], [""ultrasound""]","[""Ultrasound""]","[""ultrasound""]"
"38706783","[""Clinical""], [""unsupervised dimensionality reduction and clustering"", ""supervised analysis""]","[""Clinical""]","[""unsupervised dimensionality reduction and clustering"", ""supervised analysis""]"
"38707712","[""Visual"", ""Auditory"", ""Cognitive""], [""Language"", ""Executive control""]","[""Visual"", ""Auditory"", ""Cognitive""]","[""Language"", ""Executive control""]"
"38709069",NULL,NULL,NULL
"38709554",NULL,NULL,"[]"
"38710744","[""THz image""], [""THz imaging"", ""Wearable devices""]","[""THz image""]","[""THz imaging"", ""Wearable devices""]"
"38712184","[""Sequence""], [""Proportionalized Split Amino Acid Composition"", ""Conventional sequence-based features""]","[""Sequence""]","[""Proportionalized Split Amino Acid Composition"", ""Conventional sequence-based features""]"
"38714895","[""neural networks"", ""fully-connected feedforward""], [{""Label"": ""Biomedical"", ""Affiliation"": [""Department of Biomedical Engineering, Schulich School of Engineering, University of Calgary, Calgary, Alberta, Canada.""]}, {""Label"": ""Healthcare"", ""Affiliation"": [""Data Intelligence for Health Lab, Cumming School of Medicine, University of Calgary, Alberta, Canada.""]}]","[""neural networks"", ""fully-connected feedforward""]","[{""Label"": ""Biomedical"", ""Affiliation"": [""Department of Biomedical Engineering, Schulich School of Engineering, University of Calgary, Calgary, Alberta, Canada.""]}, {""Label"": ""Healthcare"", ""Affiliation"": [""Data Intelligence for Health Lab, Cumming School of Medicine, University of Calgary, Alberta, Canada.""]}]"
"38715445",NULL,NULL,"[""Text""]"
"38717399",NULL,NULL,"[""Neuronal activity"", ""Behavioral dynamics""]"
"38718518",NULL,NULL,NULL
"38723886","[""Echocardiography"", ""Single-photon emission computed tomography (SPECT)""], [""SPECT"", ""Echocardiography""]","[""Echocardiography"", ""Single-photon emission computed tomography (SPECT)""]","[""SPECT"", ""Echocardiography""]"
"38724761","[""Tree-based"", ""Clinical""], [""XgBoost""]","[""Tree-based"", ""Clinical""]","[""XgBoost""]"
"38727827","[""Survey"", ""Electronic Health Records""], []","[""Survey"", ""Electronic Health Records""]","[]"
"38734697","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"38739557","[""Electromyography""], [""Myoelectric Prosthesis Control"", ""User Experience""]","[""Electromyography""]","[""Myoelectric Prosthesis Control"", ""User Experience""]"
"38746371","[""MRI"", ""Other""], [""MRI"", ""CT""]","[""MRI"", ""Other""]","[""MRI"", ""CT""]"
"38747464","[""Imaging"", ""Fluorescence""], [{""name"": ""Medical Images""}, {""name"": ""Medical Signals""}]","[""Imaging"", ""Fluorescence""]","[{""name"": ""Medical Images""}, {""name"": ""Medical Signals""}]"
"38747976",NULL,NULL,NULL
"38748882","[""single-cell"", ""multi-omics""], [""single-cell multi-omics data""]","[""single-cell"", ""multi-omics""]","[""single-cell multi-omics data""]"
"38751214",NULL,"[""Cortical""]",NULL
"38753317","[""text""], [""text""]","[""text""]","[""text""]"
"38753973","[""medical""], [""Text"", ""Image""]","[""medical""]","[""Text"", ""Image""]"
"38754135","[""Medical Records""], [""Text""]","[""Medical Records""]","[""Text""]"
"38755563","[""chest X-ray images""], [""X-ray""]","[""chest X-ray images""]","[""X-ray""]"
"38756834",NULL,NULL,"[""Health Services Research""]"
"38760690","[""Proteomic""], [""Proteomics""]","[""Proteomic""]","[""Proteomics""]"
"38762552","[""Robot"", ""Clinical""], [""Proprioception"", ""Visuomotor adaptation""]","[""Robot"", ""Clinical""]","[""Proprioception"", ""Visuomotor adaptation""]"
"38763356","[""MR""], [""MRI""]","[""MR""]","[""MRI""]"
"38763972","[""Hot Flush Rating Scale""], [""Hot Flush Rating Scale (HFRS)""]","[""Hot Flush Rating Scale""]","[""Hot Flush Rating Scale (HFRS)""]"
"38765850","[""Text""], [""Transcranial Direct Current Stimulation""]","[""Text""]","[""Transcranial Direct Current Stimulation""]"
"38765887","[""EEG""], [""Ear-EEG"", ""Scalp EEG""]","[""EEG""]","[""Ear-EEG"", ""Scalp EEG""]"
"38767799",NULL,NULL,"[""physicochemical properties"", ""drug encapsulation efficiency""]"
"38769334",NULL,"[""Medical"", ""Pharmacology""]",NULL
"38772191","[""CT""], [""image"", ""text""]","[""CT""]","[""image"", ""text""]"
"38774366","[""breath-by-breath""], [""breath-by-breath data""]","[""breath-by-breath""]","[""breath-by-breath data""]"
"38774435",NULL,NULL,"[""text"", ""dialogue""]"
"38774466","[""Radiology"", ""Urology""], []","[""Radiology"", ""Urology""]","[]"
"38774832","[""digital biomarkers"", ""environmental biomarkers""], [""text"", ""multimedia""]","[""digital biomarkers"", ""environmental biomarkers""]","[""text"", ""multimedia""]"
"38790952","[""Metabolic"", ""Transcriptomic""], [""None of the above""]","[""Metabolic"", ""Transcriptomic""]","[""None of the above""]"
"38777894","[], [""Surgical Data""]","[]","[""Surgical Data""]"
"38779704",NULL,NULL,"[""text""]"
"38780375","[""ECG"", ""ACC""], [""ECG"", ""accelerometric""]","[""ECG"", ""ACC""]","[""ECG"", ""accelerometric""]"
"38781279",NULL,NULL,NULL
"38784249","[""Laboratory Tests"", ""Age"", ""ICU Admission""], [""Hematological"", ""Clinical chemistry""]","[""Laboratory Tests"", ""Age"", ""ICU Admission""]","[""Hematological"", ""Clinical chemistry""]"
"38784688","[""MRI"", ""Clinical""], [""MRI"", ""clinical_features""]","[""MRI"", ""Clinical""]","[""MRI"", ""clinical_features""]"
"38786284","[""Photoplethysmographic"", ""Orthogonal voltage gradient""], [""Photoplethysmographic"", ""Orthogonal Voltage Gradient""]","[""Photoplethysmographic"", ""Orthogonal voltage gradient""]","[""Photoplethysmographic"", ""Orthogonal Voltage Gradient""]"
"38786731","[""Serum metabolites""], [""Serum"", ""Clinical variables""]","[""Serum metabolites""]","[""Serum"", ""Clinical variables""]"
"38787428","[""Imaging""], [""Imaging"", ""Urology""]","[""Imaging""]","[""Imaging"", ""Urology""]"
"38788286",NULL,NULL,"[{""value"": ""text""}, {""value"": ""image""}]"
"38794775","[""Metabolomics""], [""metabolites""]","[""Metabolomics""]","[""metabolites""]"
"38795358","[""electrophysiological"", ""high-density""], [""High-density electrophysiological recordings"", ""Deep neural networks""]","[""electrophysiological"", ""high-density""]","[""High-density electrophysiological recordings"", ""Deep neural networks""]"
"38800454","[""Brain activity"", ""Behavioral data""], [""Brain activity data"", ""Behavioral data""]","[""Brain activity"", ""Behavioral data""]","[""Brain activity data"", ""Behavioral data""]"
"38807510","[""Laboratory data""], [""Laboratory data"", ""Electronic medical records""]","[""Laboratory data""]","[""Laboratory data"", ""Electronic medical records""]"
"38807993","[""Text""], [""text""]","[""Text""]","[""text""]"
"38809561",NULL,NULL,"[""Text"", ""Numbers""]"
"38820562","[""Visual""], [""Visual Stimuli"", ""Spatial Frequency""]","[""Visual""]","[""Visual Stimuli"", ""Spatial Frequency""]"
"38827949",NULL,NULL,"[""Scopus"", ""PubMed"", ""Wiley"", ""Google Scholar""]"
"38831298",NULL,NULL,NULL
"38831517","[""Text""], [""image"", ""clinical""]","[""Text""]","[""image"", ""clinical""]"
"38834975",NULL,NULL,NULL
"38836600",NULL,NULL,"[{""name"": ""text""}, {""name"": ""image""}]"
"38838843","[""Text""], []","[""Text""]","[]"
"38838989","[""radiation therapy"", ""image analysis"", ""volume segmentation"", ""treatment planning""], [""image analysis"", ""volume segmentation"", ""treatment planning""]","[""radiation therapy"", ""image analysis"", ""volume segmentation"", ""treatment planning""]","[""image analysis"", ""volume segmentation"", ""treatment planning""]"
"38839785","[""Sequence"", ""Composition""], [""Text""]","[""Sequence"", ""Composition""]","[""Text""]"
"38839884",NULL,"[""medical""]",NULL
"38840185","[""Gene expression"", ""Protein-protein interactions""], [""gene expression"", ""immunohistochemistry""]","[""Gene expression"", ""Protein-protein interactions""]","[""gene expression"", ""immunohistochemistry""]"
"38842257","[""Serum metabolites"", ""Magnetic resonance enterography"", ""Ileocolonoscopy""], [""Serum metabolites""]","[""Serum metabolites"", ""Magnetic resonance enterography"", ""Ileocolonoscopy""]","[""Serum metabolites""]"
"38842593","[""Metabolomics""], [""Metabolomic"", ""Xenobiotic""]","[""Metabolomics""]","[""Metabolomic"", ""Xenobiotic""]"
"38846536","[""EEG"", ""Near-infrared spectroscopy"", ""Visual""], [""visual"", ""auditory""]","[""EEG"", ""Near-infrared spectroscopy"", ""Visual""]","[""visual"", ""auditory""]"
"38848770","[""Computed Tomography""], [""Image data""]","[""Computed Tomography""]","[""Image data""]"
"38850215","[""MRI""], [""Structural connectivity data""]","[""MRI""]","[""Structural connectivity data""]"
"38852813","[""Image""], [""immunostaining""]","[""Image""]","[""immunostaining""]"
"38854972","[""Text""], [""happiness"", ""depressive symptoms""]","[""Text""]","[""happiness"", ""depressive symptoms""]"
"38855036","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"38857186","[""Proteomics""], [""Ontology"", ""Text""]","[""Proteomics""]","[""Ontology"", ""Text""]"
"38857990",NULL,NULL,"[""text""]"
"38858500","[""B-mode US images""], [""B-mode US images""]","[""B-mode US images""]","[""B-mode US images""]"
"38861067","[""CT""], [""CT"", ""high-frequency kernel""]","[""CT""]","[""CT"", ""high-frequency kernel""]"
"38862487","[""single-cell""], [{""value"": [""Text"", ""Image""]}, {""value"": [""Audio"", ""Video""]}]","[""single-cell""]","[{""value"": [""Text"", ""Image""]}, {""value"": [""Audio"", ""Video""]}]"
"38862516","[""Single-cell multi-ome""], [""Medical Imaging"", ""Physiological Signals""]","[""Single-cell multi-ome""]","[""Medical Imaging"", ""Physiological Signals""]"
"38866253","[""symptoms""], [""symptoms"", ""ratings""]","[""symptoms""]","[""symptoms"", ""ratings""]"
"38866367","[""Fundus images""], [""Fundus images""]","[""Fundus images""]","[""Fundus images""]"
"38872030","[""Phenotypes""], [""Genome-wide association studies""]","[""Phenotypes""]","[""Genome-wide association studies""]"
"38872128",NULL,NULL,"[""Audio"", ""Text""]"
"38875068","[""Electromyography"", ""Heart rate monitors"", ""Cameras"", ""Motion detectors"", ""Software""], [""electromyography"", ""heart rate monitors"", ""cameras"", ""motion detectors""]","[""Electromyography"", ""Heart rate monitors"", ""Cameras"", ""Motion detectors"", ""Software""]","[""electromyography"", ""heart rate monitors"", ""cameras"", ""motion detectors""]"
"38875552",NULL,NULL,"[""Text""]"
"38875561",NULL,"[""Text""]",NULL
"38875572","[""Computed Tomography""], [{""modality1"": ""Computed Tomography (CT) Images"", ""modality2"": ""Radiation Oncology Consultation Notes""}]","[""Computed Tomography""]","[{""modality1"": ""Computed Tomography (CT) Images"", ""modality2"": ""Radiation Oncology Consultation Notes""}]"
"38875685","[""Audio"", ""Text""], [""Audio""]","[""Audio"", ""Text""]","[""Audio""]"
"38875686","[""Interviews""], [""Audio"", ""Video""]","[""Interviews""]","[""Audio"", ""Video""]"
"38881482",NULL,NULL,"[""Healthcare""]"
"38886757","[""single-cell RNA-seq""], [""single-cell RNA-sequencing""]","[""single-cell RNA-seq""]","[""single-cell RNA-sequencing""]"
"38888478",NULL,"[""medical imaging"", ""radiology""]",NULL
"38892107","[""Single-cell RNA sequencing""], [""single-cell transcriptomics"", ""machine learning""]","[""Single-cell RNA sequencing""]","[""single-cell transcriptomics"", ""machine learning""]"
"38893608","[""Lung ultrasound (LUS)""], [""ultrasound""]","[""Lung ultrasound (LUS)""]","[""ultrasound""]"
"38894557","[""Cancer""], [""Survival outcomes"", ""Covariates""]","[""Cancer""]","[""Survival outcomes"", ""Covariates""]"
"38897481",NULL,"[null]",NULL
"38900978","[""Hematoxylin and eosin- stained histopathology images"", ""Ki-67-stained histopathology images""], [""Images"", ""Ki-67-stained histopathology images""]","[""Hematoxylin and eosin- stained histopathology images"", ""Ki-67-stained histopathology images""]","[""Images"", ""Ki-67-stained histopathology images""]"
"38902526","[""Blood-based biomarkers"", ""Clinical Biomarker Data""], [""blood test"", ""clinical data""]","[""Blood-based biomarkers"", ""Clinical Biomarker Data""]","[""blood test"", ""clinical data""]"
"38906883","[""Clinical""], [""21 clinical and sociodemographic features""]","[""Clinical""]","[""21 clinical and sociodemographic features""]"
