"pid","title"
"38549046","Feature-specific quantile normalization and feature-specific mean-variance normalization deliver robust bi-directional classification and feature selection performance between microarray and RNAseq data."
"38549146","Refining risk prediction in pediatric acute lymphoblastic leukemia through DNA methylation profiling."
"38390855","Design and In Silico Evaluation of an Exercise Decision Support System Using Digital Twin Models."
"38390963","Phenotype prediction from single-cell RNA-seq data using attention-based neural networks."
"38391311","Quantitative US Delta Radiomics to Predict Radiation Response in Individuals with Head and Neck Squamous Cell Carcinoma."
"38395016","hART: Deep learning-informed lifespan heart failure risk trajectories."
"38397935","Application of SWATH Mass Spectrometry and Machine Learning in the Diagnosis of Inflammatory Bowel Disease Based on the Stool Proteome."
"38400281","Gait Characterization in Duchenne Muscular Dystrophy (DMD) Using a Single-Sensor Accelerometer: Classical Machine Learning and Deep Learning Approaches."
"38402362","Optimizing warfarin dosing for patients with atrial fibrillation using machine learning."
"38404286","Metabolites of intestinal fora can be used as diagnostic and progressive markers for mild cognitive impairment."
"38405815","MRI economics: Balancing sample size and scan duration in brain wide association studies."
"38407537","Recommendations for using artificial intelligence in clinical flow cytometry."
"38412888","Using artificial intelligence to identify drugs for repurposing to treat l-DOPA-induced dyskinesia."
"38417411","Predicting the Rapid Progression of Mild Cognitive Impairment by Intestinal Flora and Blood Indicators through Machine Learning Method."
"38417587","Investigating the associations between lumbar paraspinal muscle health and age, BMI, sex, physical activity, and back pain using an automated computer-vision model: a UK Biobank study."
"38418018","Automated digital templating of component sizing is accurate in robotic total hip arthroplasty when compared to predicate software."
"38418276","The State of Artificial Intelligence in Pediatric Surgery: A Systematic Review."
"38418825","Prediction of plasma ctDNA fraction and prognostic implications of liquid biopsy in advanced prostate cancer."
"38418987","PulmoNet: a novel deep learning based pulmonary diseases detection model."
"38421670","Accuracy of an Artificial Intelligence Chatbot's Interpretation of Clinical Ophthalmic Images."
"38421684","Improved Risk-Stratification Scheme for Mismatch-Repair Proficient Stage II Colorectal Cancers Using the Digital Pathology Biomarker QuantCRC."
"38422727","OMERACT validation of a deep learning algorithm for automated absolute quantification of knee joint effusion versus manual semi-quantitative assessment."
"38423450","New labor curves of dilation and station to improve the accuracy of predicting labor progress."
"38424096","Empirical data drift detection experiments on real-world medical imaging data."
"38428251","Performance of Fourier-based activation function in physics-informed neural networks for patient-specific cardiovascular flows."
"38552452","Automatic ARDS surveillance with chest X-ray recognition using convolutional neural networks."
"38552566","An artificial intelligence tool predicts blastocyst development from static images of fresh mature oocytes."
"38557148","Automated detection of methicillin-resistant Staphylococcus aureus with the MRSA CHROM imaging application on BD Kiestra Total Lab Automation System."
"38429418","Integrating artificial intelligence into healthcare systems: more than just the algorithm."
"38429796","Conditional generative adversarial network driven radiomic prediction of mutation status based on magnetic resonance imaging of breast cancer."
"38430856","Timing matters for accurate identification of the epileptogenic zone."
"38431422","Self-healing, environmentally stable and adhesive hydrogel sensor with conductive cellulose nanocrystals for motion monitoring and character recognition."
"38432285","A Prospective Study of Machine Learning-Assisted Radiation Therapy Planning for Patients Receiving 54 Gy to the Brain."
"38435711","Machine learning based prediction of image quality in prostate MRI using rapid localizer images."
"38436242","Sequence signatures within the genome of SARS-CoV-2 can be used to predict host source."
"37872889","Persistent post-COVID headache is associated with suppression of scale-free functional brain dynamics in non-hospitalized individuals."
"37996509","Predicting intratumoral fluid pressure and liposome accumulation using physics informed deep learning."
"37999128","Photon Absorption Remote Sensing Imaging of Breast Needle Core Biopsies Is Diagnostically Equivalent to Gold Standard HE Histologic Assessment."
"37999728","CT analysis of aortic calcifications to predict abdominal aortic aneurysm rupture."
"38001260","Accurate personalized survival prediction for amyotrophic lateral sclerosis patients."
"38009418","Association of genetic and sulcal traits with executive function in congenital heart disease."
"38059716","Clinical Deployment of Machine Learning Tools in Transplant Medicine: What Does the Future Hold?"
"38062194","Fully automated deep learning models with smartphone applicability for prediction of pain using the Feline Grimace Scale."
"38062509","Selective peripheral nerve recording using simulated human median nerve activity and convolutional neural networks."
"38064562","Small-molecule targeting AMPA-mediated excitotoxicity has therapeutic effects in mouse models for multiple sclerosis."
"38075554","Disease burden and predictors associated with non-response to antihistamine-based therapy in chronic spontaneous urticaria."
"38077502","Machine learning based local recurrence prediction in colorectal cancer using polarized light imaging."
"38155015","Evaluation of deep learning for detecting intraosseous jaw lesions in cone beam computed tomography volumes."
"38177502","Pan-cancer ion transport signature reveals functional regulators of glioblastoma aggression."
"38180398","Evaluating the Reliability of a Remote Acuity Prediction Tool in a Canadian Academic Emergency Department."
"38181606","Improving brain age prediction with anatomical feature attention-enhanced 3D-CNN."
"38183029","Decision analysis framework for predicting no-shows to appointments using machine learning algorithms."
"38183082","Machine learning approaches to identify systemic lupus erythematosus in anti-nuclear antibody-positive patients using genomic data and electronic health records."
"38269938","Characterizing Cluster-Based Frailty Phenotypes in a Multicenter Prospective Cohort of Kidney Transplant Candidates."
"38273986","Clinical Feature Ranking Based on Ensemble Machine Learning Reveals Top Survival Factors for Glioblastoma Multiforme."
